W/T,imageID,C,style,sex,surveyID,train/vali,R_id,Q5
W,09777,90,hiphop,M,137643,vali,63913,1
W,34487,10,athleisure,W,164950,vali,64908,1
W,12708,50,ivy,M,145563,vali,64252,1
W,01273,90,lingerie,W,129612,vali,63573,1
W,06533,60,mods,M,135864,vali,63769,1
W,11912,50,feminine,W,024953,vali,19006,1
W,17443,90,hiphop,M,098697,vali,61131,1
W,29347,80,bodyconscious,W,157560,vali,64717,1
W,25163,90,hiphop,M,039498,vali,24925,1
W,18353,80,powersuit,W,102406,vali,61541,2
W,03927,60,minimal,W,076432,vali,55125,2
W,02498,50,feminine,W,069109,vali,50120,1
W,16362,80,bold,M,025942,vali,19305,1
W,52417,00,metrosexual,M,196753,vali,66469,2
T,12897,00,ecology,W,061969,vali,38645,2
W,19454,90,kitsch,W,116463,vali,63053,1
W,02691,60,mods,M,036320,vali,23471,1
T,06910,50,classic,W,194433,vali,66376,2
W,06525,60,mods,M,120424,vali,63361,2
W,07077,19,normcore,M,125566,vali,63481,1
W,04836,50,feminine,W,235634,vali,68393,2
W,05791,10,sportivecasual,W,011138,vali,6684,2
W,03224,50,feminine,W,007913,vali,3584,2
W,27854,50,ivy,M,138211,vali,63930,2
W,26211,50,ivy,M,154923,vali,64640,1
W,06015,80,powersuit,W,092541,vali,60173,2
W,09731,19,genderless,W,084302,vali,59146,1
W,15910,60,mods,M,047107,vali,28571,1
W,02243,70,hippie,W,108540,vali,62278,1
W,16452,70,hippie,M,083519,vali,58942,1
W,17441,60,mods,M,075376,vali,54380,1
W,16375,80,bold,M,019024,vali,15364,1
W,11256,80,bodyconscious,W,128212,vali,63539,1
W,16698,00,metrosexual,M,126648,vali,63505,1
W,24685,80,bold,M,234315,vali,68042,1
W,19205,00,oriental,W,134561,vali,63734,1
W,15791,70,hippie,M,215508,vali,67172,1
W,37491,70,military,W,069006,vali,50093,1
W,06739,90,hiphop,M,230043,vali,67778,1
W,02394,10,sportivecasual,W,119569,vali,63309,2
W,24543,70,hippie,M,235578,vali,68366,1
W,32136,50,ivy,M,019328,vali,15625,1
W,17532,70,hippie,M,047133,vali,28571,1
W,12773,50,ivy,M,107528,vali,62194,1
W,17441,60,mods,M,111715,vali,62589,1
W,15225,00,metrosexual,M,121599,vali,63389,1
W,05851,70,punk,W,107855,vali,62210,2
W,25174,70,hippie,M,225952,vali,67623,1
W,16732,70,hippie,M,200986,vali,66609,1
W,06046,10,sportivecasual,W,152874,vali,64561,2
W,16104,60,mods,M,115747,vali,63008,1
W,09731,19,genderless,W,012500,vali,7658,2
W,54129,19,normcore,M,174226,vali,65139,1
W,26393,50,ivy,M,045513,vali,28371,2
W,09750,90,hiphop,W,086559,vali,59506,2
W,09278,70,hippie,M,126653,vali,63505,2
W,15192,00,metrosexual,M,088507,vali,59812,1
W,07369,90,hiphop,M,216337,vali,67220,2
W,45137,00,ecology,W,115418,vali,62952,2
W,33876,60,popart,W,180076,vali,65433,1
W,52231,50,ivy,M,108753,vali,62289,2
W,02691,60,mods,M,214549,vali,67117,1
W,01294,10,sportivecasual,W,131146,vali,63612,1
W,29990,90,hiphop,M,154505,vali,64615,1
W,36130,00,ecology,W,155602,vali,64662,1
W,20593,70,punk,W,136658,vali,63840,1
W,08862,10,sportivecasual,W,106778,vali,62113,1
W,12378,80,bold,M,126813,vali,63508,1
W,30431,80,powersuit,W,020272,vali,16525,1
W,07981,70,military,W,188022,vali,65838,1
W,14444,80,bodyconscious,W,101880,vali,61491,1
W,15381,80,bold,M,005296,vali,2072,1
W,32383,00,metrosexual,M,215255,vali,67155,1
W,09001,10,athleisure,W,119719,vali,63329,2
W,00540,90,hiphop,M,137551,vali,63910,2
W,12746,00,metrosexual,M,154465,vali,64615,1
W,36130,00,ecology,W,083238,vali,58852,1
W,16819,00,metrosexual,M,094244,vali,60465,1
W,26099,19,normcore,M,147894,vali,64346,1
W,34952,19,genderless,W,062838,vali,41411,1
W,23958,60,mods,M,163542,vali,64878,1
W,18095,90,kitsch,W,119958,vali,63341,2
W,15662,19,normcore,M,138821,vali,63952,2
W,04836,50,feminine,W,109929,vali,62414,2
W,16702,00,metrosexual,M,144536,vali,64212,1
W,16375,80,bold,M,150204,vali,64472,1
W,02333,90,hiphop,W,063248,vali,42205,1
W,07025,10,sportivecasual,M,046629,vali,28523,2
W,00931,10,sportivecasual,M,143187,vali,64155,2
W,07532,70,hippie,W,003783,vali,1969,1
W,02946,10,sportivecasual,M,118434,vali,63207,1
W,09154,50,ivy,M,060389,vali,35514,2
W,15758,10,sportivecasual,M,032729,vali,22463,1
W,09278,70,hippie,M,093388,vali,60270,1
W,05787,10,sportivecasual,W,123641,vali,63439,2
W,14468,10,sportivecasual,W,063399,vali,42469,1
W,12154,80,bold,M,117151,vali,63102,1
W,09278,70,hippie,M,114871,vali,62904,1
T,04636,90,hiphop,W,037980,vali,24223,2
W,26397,70,hippie,M,020156,vali,16353,1
W,17221,70,hippie,M,075369,vali,54380,1
W,08205,70,punk,W,132379,vali,63644,2
W,19267,70,disco,W,016649,vali,12752,1
W,16503,70,hippie,M,121336,vali,63381,1
W,16460,19,normcore,M,069365,vali,50357,1
W,12517,70,hippie,M,140779,vali,64043,1
W,15745,80,bold,M,138122,vali,63928,1
W,18949,70,disco,W,087063,vali,59642,1
W,27819,70,hippie,M,226562,vali,67652,1
W,12789,00,metrosexual,M,126640,vali,63505,2
W,10167,60,minimal,W,006735,vali,2609,2
W,04927,50,feminine,W,012492,vali,7658,2
W,34808,10,sportivecasual,W,155603,vali,64662,1
W,00624,80,bodyconscious,W,128095,vali,63537,1
W,24685,80,bold,M,157801,vali,64723,1
W,17867,50,ivy,M,037001,vali,23730,2
W,15370,50,ivy,M,085936,vali,59448,2
W,15856,60,mods,M,147846,vali,64345,2
W,07121,80,bold,M,148778,vali,64397,1
W,17867,50,ivy,M,035335,vali,23253,1
T,00253,60,popart,W,203632,vali,66721,1
W,11778,00,oriental,W,157620,vali,64718,1
W,24103,50,ivy,M,044894,vali,28046,1
W,16067,80,bold,M,021894,vali,18129,1
W,00366,60,minimal,W,130076,vali,63584,2
W,11632,70,punk,W,023143,vali,18635,1
W,29023,00,metrosexual,M,030690,vali,21432,2
W,02277,80,bodyconscious,W,105713,vali,61974,1
W,14914,50,feminine,W,046577,vali,28522,2
W,33259,70,hippie,M,182993,vali,65568,1
W,34004,80,bold,M,154754,vali,64633,2
W,07981,70,military,W,031541,vali,22228,2
W,26393,50,ivy,M,176886,vali,65247,1
W,12567,60,mods,M,100511,vali,61337,2
W,06883,60,mods,M,198677,vali,66539,1
W,10028,50,classic,W,200583,vali,66592,2
W,05562,10,sportivecasual,W,132066,vali,63634,2
W,08913,10,athleisure,W,099784,vali,61250,2
W,25909,10,sportivecasual,M,153182,vali,64571,1
W,05979,00,ecology,W,104512,vali,61842,2
W,19825,70,hippie,W,018376,vali,14616,1
W,10107,60,mods,M,101920,vali,61493,2
W,17783,80,bold,M,149473,vali,64441,2
W,04636,50,ivy,M,180336,vali,65441,1
W,08262,50,feminine,W,198444,vali,66532,2
W,24103,50,ivy,M,144356,vali,64209,2
W,28964,19,normcore,M,012699,vali,7905,1
W,18058,50,classic,W,115028,vali,62913,2
W,19967,50,feminine,W,106562,vali,62088,1
W,15319,50,ivy,M,080070,vali,58269,2
W,07490,80,powersuit,W,133666,vali,63715,2
W,05175,00,ecology,W,117924,vali,63156,2
W,29658,90,hiphop,M,154747,vali,64633,1
W,13973,90,lingerie,W,123946,vali,63445,1
W,15762,70,hippie,M,154925,vali,64640,1
W,47408,80,powersuit,W,146223,vali,64282,1
W,22510,80,powersuit,W,167544,vali,64964,2
W,12154,80,bold,M,231055,vali,67814,1
W,12260,80,bold,M,135883,vali,63769,1
W,40642,10,sportivecasual,W,051033,vali,29280,1
W,03624,10,sportivecasual,W,076337,vali,55052,1
W,24556,19,normcore,M,104656,vali,61859,1
W,12393,50,ivy,M,083185,vali,58851,2
W,03026,10,sportivecasual,M,123866,vali,63443,2
W,01075,10,sportivecasual,W,129280,vali,63566,2
W,01549,50,ivy,M,128902,vali,63557,2
W,09376,00,cityglam,W,080208,vali,58282,2
W,09763,80,bold,M,143126,vali,64153,2
W,06814,60,mods,M,156400,vali,64686,2
W,27042,60,mods,M,010287,vali,5545,1
W,05917,60,space,W,117240,vali,63108,2
W,24931,50,ivy,M,147870,vali,64346,1
W,15729,90,hiphop,M,041337,vali,25973,1
W,12027,90,kitsch,W,127622,vali,63526,2
W,13104,50,classic,W,110957,vali,62525,2
W,20598,70,military,W,158682,vali,64747,2
W,15294,50,ivy,M,122232,vali,63405,2
W,27791,00,metrosexual,M,095760,vali,60689,1
W,34004,80,bold,M,161052,vali,64807,1
W,04678,50,ivy,M,116085,vali,63026,2
W,06453,10,athleisure,W,130794,vali,63601,2
W,14930,50,classic,W,054190,vali,30158,2
W,16104,60,mods,M,105133,vali,61917,1
W,28909,19,normcore,M,012690,vali,7905,1
W,13859,10,athleisure,W,125523,vali,63480,1
W,01549,50,ivy,M,032523,vali,22426,2
W,25174,70,hippie,M,185338,vali,65683,1
W,19576,90,grunge,W,064669,vali,44258,1
W,15319,50,ivy,M,067534,vali,49214,2
W,12635,70,hippie,M,196194,vali,66441,1
W,18353,80,powersuit,W,134575,vali,63736,1
W,03959,50,classic,W,037578,vali,23980,1
W,15523,70,hippie,M,053033,vali,29869,1
W,06448,10,sportivecasual,W,008562,vali,4143,2
W,10823,50,ivy,M,141060,vali,64054,2
W,01925,10,sportivecasual,W,084053,vali,59082,2
W,06557,60,mods,M,143641,vali,64187,2
W,13533,19,normcore,W,122994,vali,63424,1
W,03959,50,classic,W,130382,vali,63591,2
W,12708,50,ivy,M,040239,vali,25470,2
W,16452,70,hippie,M,180522,vali,65451,1
W,18482,50,feminine,W,147220,vali,64317,1
W,01234,10,sportivecasual,W,127849,vali,63532,2
W,06797,70,hippie,M,154753,vali,64633,2
W,15225,00,metrosexual,M,129513,vali,63571,1
W,26200,50,ivy,M,020973,vali,17366,2
W,03842,50,feminine,W,087296,vali,59672,2
W,15295,60,mods,M,018011,vali,14276,2
W,09277,10,sportivecasual,M,101941,vali,61493,2
W,25174,70,hippie,M,112362,vali,62653,1
W,00625,80,bodyconscious,W,097836,vali,61029,2
W,12789,00,metrosexual,M,093008,vali,60234,2
W,12309,80,bold,M,218937,vali,67381,1
W,06739,90,hiphop,M,137626,vali,63911,2
W,06046,10,sportivecasual,W,098249,vali,61095,1
W,03026,10,sportivecasual,M,109261,vali,62349,1
W,32445,60,mods,M,208053,vali,66852,1
W,07290,50,ivy,M,045679,vali,28429,2
W,00625,80,bodyconscious,W,087089,vali,59642,2
W,12298,70,hippie,M,120816,vali,63369,1
W,12615,50,ivy,M,140402,vali,64027,1
W,08862,10,sportivecasual,W,097994,vali,61078,1
W,54129,19,normcore,M,086104,vali,59467,2
W,10510,60,space,W,006626,vali,2525,2
W,15569,70,hippie,M,001978,vali,895,1
W,03624,10,sportivecasual,W,125298,vali,63475,1
W,27765,60,mods,M,146062,vali,64272,2
T,08246,10,sportivecasual,W,010684,vali,5966,1
W,17333,19,normcore,M,113922,vali,62820,1
W,16247,70,hippie,M,030621,vali,21429,1
W,32536,70,hippie,M,159216,vali,64758,1
W,11235,50,classic,W,113239,vali,62753,1
T,06875,10,sportivecasual,W,079853,vali,58255,2
W,12866,60,mods,M,114762,vali,62899,2
W,04212,50,ivy,M,031938,vali,22324,1
W,23900,50,ivy,M,166218,vali,64936,1
W,52521,50,ivy,M,217771,vali,67308,1
W,06502,80,bodyconscious,W,127580,vali,63526,2
W,07121,80,bold,M,000559,vali,140,1
W,01178,00,oriental,W,125089,vali,63471,1
W,29063,90,hiphop,M,142945,vali,64148,1
W,18213,10,sportivecasual,W,034195,vali,22978,1
W,14852,50,feminine,W,139495,vali,63985,2
W,01178,00,oriental,W,141620,vali,64076,2
W,10455,60,space,W,105977,vali,61996,1
W,33006,60,mods,M,172528,vali,65083,1
W,10722,60,space,W,127454,vali,63523,1
W,26211,50,ivy,M,077818,vali,56988,2
W,25174,70,hippie,M,148969,vali,64403,2
W,33305,60,space,W,165404,vali,64919,1
W,03791,70,disco,W,134776,vali,63742,1
W,11067,00,metrosexual,M,120836,vali,63369,1
W,13104,50,classic,W,158739,vali,64749,1
W,15745,80,bold,M,016800,vali,12885,1
W,16374,10,sportivecasual,M,146692,vali,64295,1
W,12517,70,hippie,M,137824,vali,63917,1
W,10186,80,powersuit,W,088413,vali,59805,1
W,02345,60,space,W,080229,vali,58282,1
T,04349,19,normcore,W,203393,vali,66714,2
W,03685,10,athleisure,W,125548,vali,63480,2
W,24590,60,mods,M,092573,vali,60184,1
W,08988,10,athleisure,W,005935,vali,2245,2
W,15248,50,ivy,M,093295,vali,60260,2
W,53446,80,bold,M,189974,vali,65996,1
W,01000,10,sportivecasual,W,042993,vali,27032,2
W,02837,00,metrosexual,M,133140,vali,63699,1
W,29733,10,sportivecasual,W,151516,vali,64520,1
W,16516,90,hiphop,M,136100,vali,63787,1
W,10783,50,ivy,M,144773,vali,64221,2
W,16755,00,metrosexual,M,092991,vali,60234,1
W,26227,90,hiphop,M,104023,vali,61750,1
W,13518,80,powersuit,W,022885,vali,18595,2
W,38585,60,mods,M,045547,vali,28371,2
W,12102,80,bold,M,138362,vali,63934,1
W,16452,70,hippie,M,086180,vali,59470,1
W,08246,80,bodyconscious,W,124696,vali,63461,1
W,42967,80,bodyconscious,W,168719,vali,64993,1
W,47122,80,powersuit,W,189959,vali,65994,1
W,15404,50,ivy,M,006642,vali,2574,2
W,10510,60,space,W,104297,vali,61809,1
W,10079,60,mods,M,099520,vali,61227,1
W,28563,90,hiphop,M,052132,vali,29658,2
W,52140,70,hippie,M,199153,vali,66550,1
W,34623,10,sportivecasual,W,006506,vali,2442,1
W,24947,90,hiphop,M,187891,vali,65831,1
W,03624,10,sportivecasual,W,122751,vali,63418,1
W,15486,00,metrosexual,M,071472,vali,51939,1
W,06015,80,powersuit,W,008676,vali,4218,2
W,41448,10,sportivecasual,W,115453,vali,62953,1
W,11444,80,bodyconscious,W,087105,vali,59642,1
W,17353,50,ivy,M,147520,vali,64327,2
W,14225,50,feminine,W,228305,vali,67707,1
W,15270,60,mods,M,027817,vali,20316,2
W,11144,00,metrosexual,M,135065,vali,63748,1
W,52521,50,ivy,M,070105,vali,51077,1
W,24103,50,ivy,M,151960,vali,64531,2
W,10184,50,feminine,W,051443,vali,29412,1
W,29993,90,hiphop,M,153514,vali,64582,1
W,11685,50,classic,W,202924,vali,66698,1
W,03258,00,ecology,W,128957,vali,63558,1
W,00004,50,ivy,M,060212,vali,35443,1
W,12304,80,bold,M,057244,vali,32001,1
W,02660,60,mods,M,120558,vali,63364,2
W,01933,50,feminine,W,141260,vali,64060,1
W,16501,70,hippie,M,048858,vali,28828,1
W,18213,10,sportivecasual,W,086661,vali,59523,1
W,16503,70,hippie,M,201436,vali,66635,2
W,13957,80,powersuit,W,106758,vali,62113,1
W,44520,70,punk,W,171060,vali,65051,1
W,12744,50,ivy,M,137530,vali,63904,1
W,24535,70,hippie,M,012660,vali,7905,1
W,15499,70,hippie,M,119298,vali,63285,1
W,04463,90,hiphop,M,120719,vali,63367,2
W,51577,50,ivy,M,180000,vali,65430,2
W,52521,50,ivy,M,233673,vali,67975,1
W,15295,60,mods,M,049380,vali,28912,1
W,00152,50,feminine,W,021816,vali,17951,1
W,10984,50,feminine,W,207878,vali,66848,2
W,08492,70,punk,W,087096,vali,59642,2
W,12524,00,metrosexual,M,137794,vali,63917,1
W,01273,90,lingerie,W,128517,vali,63545,1
W,05667,10,athleisure,W,127624,vali,63526,2
W,28453,10,sportivecasual,M,176553,vali,65236,2
W,00804,50,ivy,M,142699,vali,64129,2
W,09737,10,sportivecasual,W,095339,vali,60623,2
W,14469,60,space,W,016915,vali,13189,2
W,24130,60,mods,M,143966,vali,64197,2
W,12453,10,sportivecasual,M,016149,vali,12124,1
W,13991,00,cityglam,W,145875,vali,64267,1
W,16624,90,hiphop,M,070967,vali,51526,1
W,00946,50,ivy,M,155522,vali,64660,2
W,10073,70,hippie,M,117282,vali,63109,2
W,05791,10,sportivecasual,W,113187,vali,62747,2
T,12312,19,normcore,W,225275,vali,67604,1
W,12615,50,ivy,M,044265,vali,27779,1
W,03927,60,minimal,W,134759,vali,63742,1
W,13254,80,powersuit,W,119658,vali,63316,1
W,51577,50,ivy,M,209749,vali,66902,2
W,15270,60,mods,M,152436,vali,64550,2
W,18506,80,bodyconscious,W,025700,vali,19160,1
W,12067,00,ecology,W,135304,vali,63754,1
W,33006,60,mods,M,051885,vali,29557,2
W,33901,90,kitsch,W,203944,vali,66731,1
W,06551,60,mods,M,138660,vali,63949,2
W,15375,80,bold,M,105575,vali,61960,2
W,02691,60,mods,M,088134,vali,59783,2
W,16732,70,hippie,M,018940,vali,15251,2
W,16465,10,sportivecasual,M,157446,vali,64714,1
W,00539,10,sportivecasual,M,137853,vali,63918,1
W,45386,00,oriental,W,154040,vali,64598,2
W,13277,50,classic,W,038605,vali,24588,2
W,10184,50,feminine,W,205520,vali,66779,2
T,15661,10,sportivecasual,M,249914,vali,68883,2
W,06889,90,hiphop,M,102048,vali,61506,2
W,10184,50,feminine,W,022355,vali,18416,2
W,08621,00,cityglam,W,131844,vali,63628,1
W,00191,10,sportivecasual,W,134772,vali,63742,1
W,05175,00,ecology,W,131129,vali,63612,1
W,11632,70,punk,W,086941,vali,59627,1
W,24517,70,hippie,M,152745,vali,64557,2
W,08988,10,athleisure,W,132115,vali,63636,2
W,12635,70,hippie,M,046975,vali,28555,1
W,01387,50,feminine,W,232437,vali,67883,1
W,15370,50,ivy,M,133729,vali,63716,2
W,19825,70,hippie,W,130052,vali,63583,1
W,34504,80,bodyconscious,W,161921,vali,64829,1
W,09089,60,minimal,W,123004,vali,63424,1
W,14923,60,minimal,W,123461,vali,63434,1
W,02701,60,mods,M,140769,vali,64043,2
W,09877,50,ivy,M,115721,vali,62987,1
W,31790,00,metrosexual,M,005231,vali,2065,1
W,02705,19,normcore,M,060396,vali,35514,2
W,13254,80,powersuit,W,109342,vali,62357,2
W,11936,00,oriental,W,144611,vali,64215,1
W,25884,90,hiphop,M,147857,vali,64345,1
W,06814,60,mods,M,092639,vali,60200,2
W,04349,00,metrosexual,M,009298,vali,4750,2
W,02879,90,hiphop,M,053080,vali,29876,1
W,09089,60,minimal,W,102604,vali,61576,2
W,05271,50,feminine,W,097261,vali,60973,2
W,04845,19,lounge,W,126235,vali,63496,2
W,02701,60,mods,M,138335,vali,63934,2
W,12410,70,hippie,M,147538,vali,64327,1
W,24573,00,metrosexual,M,121128,vali,63377,1
W,15402,70,hippie,M,068325,vali,49794,1
W,16465,10,sportivecasual,M,014086,vali,9668,2
W,34436,60,space,W,170519,vali,65036,1
W,18506,80,bodyconscious,W,077631,vali,56788,2
W,17697,50,ivy,M,126635,vali,63505,2
W,37014,60,minimal,W,203958,vali,66731,1
W,06448,10,sportivecasual,W,116571,vali,63057,2
W,18949,70,disco,W,032274,vali,22401,1
W,03522,80,powersuit,W,096042,vali,60735,1
W,27850,50,ivy,M,112360,vali,62653,2
W,23410,60,minimal,W,053881,vali,30101,1
W,03732,10,sportivecasual,W,013618,vali,9197,2
W,17304,70,hippie,M,140395,vali,64025,1
W,15791,70,hippie,M,147513,vali,64324,1
W,24931,50,ivy,M,153593,vali,64586,2
W,28373,80,powersuit,W,099814,vali,61250,2
W,00191,10,sportivecasual,W,028351,vali,20410,2
W,25981,80,bold,M,161446,vali,64815,1
W,07099,50,ivy,M,156816,vali,64698,1
W,14357,70,disco,W,128507,vali,63545,1
W,15341,60,mods,M,196276,vali,66442,2
W,10066,50,ivy,M,044482,vali,27866,2
W,15294,50,ivy,M,046806,vali,28534,2
W,18730,50,feminine,W,087627,vali,59693,2
W,27828,60,minimal,W,012011,vali,7215,1
T,12378,80,powersuit,W,223014,vali,67530,2
W,65122,10,sportivecasual,W,099792,vali,61250,2
W,10779,50,ivy,M,149401,vali,64437,2
W,07445,80,bodyconscious,W,098346,vali,61104,1
W,24973,90,hiphop,M,045509,vali,28371,1
W,01178,00,oriental,W,045274,vali,28279,2
W,06448,10,sportivecasual,W,134121,vali,63724,2
W,00865,90,hiphop,M,021633,vali,17796,2
W,14923,60,minimal,W,012460,vali,7658,1
W,30403,60,mods,M,150744,vali,64496,2
W,19430,00,oriental,W,086535,vali,59506,1
W,16906,10,sportivecasual,M,118786,vali,63241,2
W,17221,70,hippie,M,147430,vali,64321,2
W,08691,10,sportivecasual,W,155644,vali,64662,2
W,15340,50,ivy,M,040364,vali,25491,1
W,15184,60,mods,M,088051,vali,59778,1
W,02908,10,sportivecasual,M,092711,vali,60203,1
W,12803,70,hippie,M,000670,vali,196,2
W,15998,80,bold,M,085806,vali,59409,1
T,13656,10,sportivecasual,W,192058,vali,66164,1
W,00946,50,ivy,M,125559,vali,63481,1
W,16446,10,sportivecasual,M,135049,vali,63748,1
W,06985,00,metrosexual,M,121061,vali,63375,1
W,01886,70,hippie,W,018834,vali,15213,1
W,12725,70,hippie,M,060358,vali,35514,1
W,18202,60,minimal,W,125460,vali,63479,2
W,02277,80,bodyconscious,W,128483,vali,63545,1
W,02879,90,hiphop,M,122195,vali,63405,2
W,34093,60,minimal,W,184443,vali,65642,2
W,16034,80,bold,M,001028,vali,368,1
W,10783,50,ivy,M,125426,vali,63478,2
W,11214,50,feminine,W,041651,vali,26212,1
W,15661,70,hippie,M,197347,vali,66496,1
W,53446,80,bold,M,196759,vali,66469,2
W,08866,10,sportivecasual,W,073710,vali,53362,1
W,16693,70,hippie,M,046958,vali,28555,1
W,10779,50,ivy,M,132994,vali,63690,1
W,58887,00,metrosexual,M,050607,vali,29228,1
W,04840,50,feminine,W,132492,vali,63654,2
W,44330,10,sportivecasual,W,158661,vali,64747,2
W,12410,70,hippie,M,044683,vali,27926,1
W,44918,60,minimal,W,200568,vali,66592,2
W,01853,60,mods,M,122225,vali,63405,2
W,15370,50,ivy,M,151985,vali,64533,2
T,07226,10,sportivecasual,M,249245,vali,68826,2
W,00456,19,normcore,W,095514,vali,60637,2
W,17841,80,bold,M,018941,vali,15251,2
W,29942,50,ivy,M,147561,vali,64327,2
W,24130,60,mods,M,104633,vali,61859,1
W,09376,00,cityglam,W,100848,vali,61363,1
W,23519,60,minimal,W,028719,vali,20467,1
W,46907,80,powersuit,W,200553,vali,66592,2
W,25406,00,metrosexual,M,146325,vali,64285,1
W,04994,60,popart,W,014645,vali,10654,2
W,10820,50,ivy,M,146278,vali,64284,2
W,08862,10,sportivecasual,W,106819,vali,62125,1
W,17738,80,bold,M,186375,vali,65737,1
W,00540,90,hiphop,M,226940,vali,67665,1
W,52231,50,ivy,M,196756,vali,66469,2
W,12517,70,hippie,M,022449,vali,18443,1
W,45137,00,ecology,W,136878,vali,63845,2
W,11495,19,genderless,W,125200,vali,63473,2
W,10823,50,ivy,M,001557,vali,677,2
W,24590,60,mods,M,086740,vali,59548,1
W,15141,70,hippie,M,139663,vali,63989,1
W,11163,60,mods,M,138376,vali,63934,1
W,07445,80,bodyconscious,W,121254,vali,63380,1
W,12730,00,metrosexual,M,037806,vali,24150,1
W,23848,50,ivy,M,147495,vali,64324,1
W,00829,10,sportivecasual,M,026111,vali,19339,1
W,00359,90,grunge,W,087106,vali,59642,1
W,26803,70,hippie,W,111474,vali,62569,2
W,07238,90,hiphop,M,125596,vali,63481,2
W,10779,50,ivy,M,141518,vali,64069,1
W,02845,60,mods,M,124044,vali,63448,1
W,00496,60,mods,M,211078,vali,66984,1
W,15661,70,hippie,M,144675,vali,64216,1
W,30290,50,ivy,M,145538,vali,64252,1
W,08673,90,kitsch,W,130841,vali,63604,1
W,52693,00,metrosexual,M,141780,vali,64085,1
W,06715,00,metrosexual,M,034546,vali,23054,1
W,13304,80,powersuit,W,130766,vali,63601,1
W,24535,70,hippie,M,112387,vali,62653,1
W,15756,70,hippie,M,161370,vali,64813,1
W,16755,00,metrosexual,M,109534,vali,62365,1
W,11375,19,normcore,W,129435,vali,63569,1
W,24973,90,hiphop,M,157760,vali,64722,1
W,14417,10,sportivecasual,W,132592,vali,63657,2
W,09295,50,classic,W,125176,vali,63473,2
W,15699,70,hippie,M,135045,vali,63748,1
W,16452,70,hippie,M,047108,vali,28571,1
W,32233,00,metrosexual,M,013284,vali,8892,1
W,01463,60,mods,M,203542,vali,66718,1
W,05868,50,ivy,M,110489,vali,62461,2
W,12744,50,ivy,M,105843,vali,61992,1
W,16269,80,bold,M,026681,vali,19531,1
W,12410,70,hippie,M,164087,vali,64889,1
W,19075,50,classic,W,223264,vali,67540,1
W,15699,70,hippie,M,139849,vali,63998,1
W,24203,90,hiphop,M,149491,vali,64441,1
T,05917,10,sportivecasual,W,195046,vali,66394,2
W,49765,50,ivy,M,059323,vali,34157,2
W,02677,60,mods,M,006643,vali,2574,1
W,15523,70,hippie,M,093288,vali,60260,2
W,25761,90,hiphop,M,092609,vali,60184,1
W,12476,90,hiphop,M,060149,vali,35283,1
W,09475,00,cityglam,W,007044,vali,2740,1
W,06576,50,ivy,M,083107,vali,58839,1
W,13859,10,athleisure,W,037684,vali,24071,1
W,18613,00,cityglam,W,028573,vali,20437,1
T,00804,50,classic,W,035667,vali,23371,2
T,10455,00,ecology,W,033195,vali,22559,1
W,08641,90,hiphop,W,122999,vali,63424,2
W,00161,60,space,W,120383,vali,63359,2
W,19454,90,kitsch,W,117940,vali,63156,1
W,14570,60,minimal,W,134941,vali,63746,2
W,12615,50,ivy,M,139138,vali,63966,1
W,30403,60,mods,M,113140,vali,62744,2
W,09001,10,athleisure,W,127932,vali,63534,2
W,15294,50,ivy,M,126793,vali,63508,2
W,12847,19,normcore,M,146344,vali,64285,2
W,12518,90,hiphop,M,134696,vali,63739,1
W,48687,60,mods,M,159785,vali,64772,2
W,07099,50,ivy,M,038134,vali,24345,2
W,32407,60,mods,M,026587,vali,19500,1
W,19559,00,oriental,W,120387,vali,63359,1
W,04207,50,ivy,M,094055,vali,60434,2
W,32257,90,hiphop,M,149516,vali,64447,1
W,33002,60,mods,M,144641,vali,64216,1
W,19545,00,oriental,W,127259,vali,63519,1
W,04522,50,ivy,M,153585,vali,64586,2
W,22056,70,hippie,W,173740,vali,65125,1
W,04324,90,hiphop,M,139657,vali,63989,1
W,15843,00,metrosexual,M,234251,vali,68038,2
W,05665,19,genderless,W,086629,vali,59523,1
W,02845,60,mods,M,007522,vali,3248,2
W,02688,60,mods,M,146121,vali,64280,2
W,24647,70,hippie,M,150770,vali,64496,2
W,14272,80,bodyconscious,W,002306,vali,1022,2
W,33002,60,mods,M,027328,vali,19848,2
W,52231,50,ivy,M,202801,vali,66691,2
W,12378,80,bold,M,037489,vali,23950,1
T,02333,50,classic,W,141427,vali,64066,1
W,28338,80,powersuit,W,156610,vali,64691,2
W,17874,80,bold,M,125570,vali,63481,1
W,22510,80,powersuit,W,140730,vali,64042,1
W,04396,90,hiphop,M,114415,vali,62868,1
W,24770,60,mods,M,150469,vali,64484,2
W,14706,19,normcore,W,087110,vali,59642,2
W,23848,50,ivy,M,118520,vali,63216,2
W,27700,70,hippie,M,201804,vali,66653,1
W,17202,60,mods,M,093990,vali,60431,2
W,00004,50,ivy,M,134675,vali,63739,2
W,00191,10,sportivecasual,W,013451,vali,9096,1
W,13510,80,powersuit,W,123306,vali,63430,2
W,24493,70,hippie,M,154595,vali,64625,2
W,17619,00,metrosexual,M,138372,vali,63934,1
W,00028,50,ivy,M,037209,vali,23831,2
W,01035,70,military,W,116583,vali,63057,2
W,22943,10,athleisure,W,156974,vali,64701,1
W,32536,70,hippie,M,196110,vali,66437,1
W,16541,50,ivy,M,136421,vali,63819,2
